Tidspunkt,Temperatur (°C),Vindhastighet (km/t),Trykk,Nedbør (mm)
2025-02-15 00:00,-7.3,1.8,1027.0,0.08
2025-02-15 01:00,-8.3,2.2,1027.0,0.1
2025-02-15 02:00,-8.2,0.4,1027.0,0.01
2025-02-15 03:00,-8.9,4.3,1028.0,0.0
2025-02-15 04:00,-9.2,6.5,1029.0,0.0
2025-02-15 05:00,-9.0,9.0,1030.0,0.0
2025-02-15 06:00,-9.9,7.9,1031.0,0.0
2025-02-15 07:00,-10.9,7.6,1032.0,0.0
2025-02-15 08:00,-12.3,6.5,1033.0,0.0
2025-02-15 09:00,-11.7,6.1,1034.0,0.0
2025-02-15 10:00,-9.5,5.0,1034.0,0.0
2025-02-15 11:00,-8.0,3.6,1034.0,0.0
2025-02-15 12:00,-7.0,2.2,1034.0,0.0
2025-02-15 13:00,-6.5,1.8,1034.0,0.0
2025-02-15 14:00,-6.4,1.8,1034.0,0.0
2025-02-15 15:00,-6.6,0.7,1034.0,0.0
2025-02-15 16:00,-8.2,2.9,1034.0,0.0
2025-02-15 17:00,-10.5,5.4,1034.0,0.0
2025-02-15 18:00,-11.3,7.2,1034.0,0.0
2025-02-15 19:00,-11.9,7.2,1034.0,0.0
2025-02-15 20:00,-12.4,7.9,1034.0,0.0
2025-02-15 21:00,-12.7,7.9,1034.0,0.0
2025-02-15 22:00,-12.9,7.9,1034.0,0.0
2025-02-15 23:00,-12.6,7.6,1034.0,0.0
2025-02-16 00:00,-13.1,7.6,1033.0,0.0
2025-02-16 01:00,-12.7,7.6,1032.0,0.0
2025-02-16 02:00,-12.2,7.2,1032.0,0.0
2025-02-16 03:00,-12.1,6.8,1031.0,0.0
2025-02-16 04:00,-11.4,6.5,1031.0,0.0
2025-02-16 05:00,-10.0,6.1,1030.0,0.0
2025-02-16 06:00,-9.0,6.5,1029.0,0.07
2025-02-16 07:00,-8.8,6.5,1029.0,0.22
2025-02-16 08:00,-8.6,6.5,1028.0,0.2
2025-02-16 09:00,-7.5,6.1,1028.0,0.26
2025-02-16 10:00,-6.6,6.5,1028.0,0.19
2025-02-16 11:00,-5.4,6.5,1027.0,0.24
2025-02-16 12:00,-4.5,5.8,1026.0,0.24
2025-02-16 13:00,-3.7,6.5,1026.0,0.17
2025-02-16 14:00,-3.0,6.8,1025.0,0.1
2025-02-16 15:00,-2.7,6.8,1025.0,0.16
2025-02-16 16:00,-2.9,6.5,1024.0,0.43
2025-02-16 17:00,-3.1,8.3,1024.0,0.39
2025-02-16 18:00,-2.6,10.1,1023.0,0.58
2025-02-16 19:00,-2.1,13.3,1023.0,1.01
2025-02-16 20:00,-1.7,14.4,1022.0,1.81
2025-02-16 21:00,-1.7,12.6,1022.0,1.03
2025-02-16 22:00,-1.8,9.4,1022.0,0.75
2025-02-16 23:00,-1.9,6.8,1022.0,0.49
2025-02-17 00:00,-1.7,7.2,1023.0,0.55
2025-02-17 01:00,-1.4,6.8,1022.0,0.66
2025-02-17 02:00,-1.6,6.8,1023.0,0.52
2025-02-17 03:00,-1.7,5.4,1023.0,0.53
2025-02-17 04:00,-1.9,4.0,1023.0,0.42
2025-02-17 05:00,-2.0,3.2,1023.0,0.52
2025-02-17 06:00,-2.0,3.6,1022.0,0.38
2025-02-17 07:00,-2.2,4.3,1022.0,0.29
2025-02-17 08:00,-2.4,5.4,1023.0,0.23
2025-02-17 09:00,-1.7,6.1,1023.0,0.2
2025-02-17 10:00,-1.2,6.8,1023.0,0.19
2025-02-17 11:00,-0.6,7.9,1023.0,0.12
2025-02-17 12:00,-0.1,7.2,1023.0,0.12
2025-02-17 13:00,0.3,7.2,1024.0,0.03
2025-02-17 14:00,0.5,6.5,1023.0,0.17
2025-02-17 15:00,0.1,6.1,1024.0,0.28
2025-02-17 16:00,-1.9,2.5,1024.0,0.15
2025-02-17 17:00,-4.7,4.0,1024.0,0.22
2025-02-17 18:00,-5.1,5.8,1025.0,0.12
2025-02-17 19:00,-2.9,6.5,1025.0,0.36
2025-02-17 20:00,-1.7,6.5,1025.0,0.53
2025-02-17 21:00,-2.3,7.9,1025.0,1.01
2025-02-17 22:00,-1.9,9.0,1025.0,0.6
2025-02-17 23:00,-2.2,9.4,1025.0,0.3
2025-02-18 00:00,-0.5,7.2,1024.0,0.8
2025-02-18 01:00,-0.5,6.1,1024.0,0.61
2025-02-18 02:00,-0.4,6.8,1025.0,0.23
2025-02-18 03:00,-0.6,5.8,1025.0,0.22
2025-02-18 04:00,-1.2,5.4,1025.0,0.21
2025-02-18 05:00,-2.4,5.4,1026.0,0.15
2025-02-18 06:00,-2.9,5.4,1026.0,0.23
2025-02-18 07:00,-2.1,6.1,1026.0,0.2
2025-02-18 08:00,-2.9,6.1,1026.0,0.13
2025-02-18 09:00,-2.5,6.1,1027.0,0.13
2025-02-18 10:00,-1.3,6.8,1027.0,0.11
2025-02-18 11:00,-0.4,7.2,1027.0,0.11
2025-02-18 12:00,0.1,7.9,1028.0,0.09
2025-02-18 13:00,0.5,8.6,1028.0,0.07
2025-02-18 14:00,0.5,7.6,1028.0,0.04
2025-02-18 15:00,0.3,6.5,1028.0,0.03
2025-02-18 16:00,-0.8,5.0,1029.0,0.03
2025-02-18 17:00,-2.7,4.7,1029.0,0.03
2025-02-18 18:00,-3.1,5.8,1029.0,0.02
2025-02-18 19:00,-3.9,6.1,1029.0,0.0
2025-02-18 20:00,-5.3,6.8,1029.0,0.0
2025-02-18 21:00,-6.5,6.8,1030.0,0.0
2025-02-18 22:00,-6.9,7.2,1030.0,0.0
2025-02-18 23:00,-6.3,7.6,1030.0,0.0
2025-02-19 00:00,-6.5,6.1,1029.0,0.0
2025-02-19 01:00,-8.0,6.5,1029.0,0.0
2025-02-19 02:00,-8.7,7.2,1029.0,0.0
2025-02-19 03:00,-9.3,7.2,1029.0,0.0
2025-02-19 04:00,-9.7,7.2,1029.0,0.0
2025-02-19 05:00,-10.0,7.2,1029.0,0.0
2025-02-19 06:00,-10.1,7.6,1029.0,0.0
2025-02-19 07:00,-10.4,7.6,1029.0,0.0
2025-02-19 08:00,-8.9,6.8,1029.0,0.0
2025-02-19 09:00,-7.7,5.8,1028.0,0.0
2025-02-19 10:00,-6.0,5.0,1028.0,0.0
2025-02-19 11:00,-4.5,4.7,1028.0,0.0
2025-02-19 12:00,-3.3,2.9,1027.0,0.0
2025-02-19 13:00,-2.5,1.8,1027.0,0.0
2025-02-19 14:00,-2.1,2.5,1027.0,0.0
2025-02-19 15:00,-2.0,4.0,1027.0,0.0
2025-02-19 16:00,-3.1,4.7,1026.0,0.0
2025-02-19 17:00,-5.4,5.4,1026.0,0.0
2025-02-19 18:00,-7.5,6.8,1026.0,0.0
2025-02-19 19:00,-9.0,7.9,1026.0,0.0
2025-02-19 20:00,-9.7,8.3,1026.0,0.0
2025-02-19 21:00,-9.6,7.9,1026.0,0.0
2025-02-19 22:00,-8.4,7.6,1026.0,0.0
2025-02-19 23:00,-9.2,7.6,1026.0,0.0
2025-02-20 00:00,-10.9,8.3,1024.0,0.0
2025-02-20 01:00,-11.2,8.6,1024.0,0.0
2025-02-20 02:00,-11.1,8.6,1024.0,0.0
2025-02-20 03:00,-10.9,8.3,1023.0,0.0
2025-02-20 04:00,-10.8,7.9,1022.0,0.0
2025-02-20 05:00,-10.9,7.9,1022.0,0.0
2025-02-20 06:00,-10.7,8.3,1021.0,0.0
2025-02-20 07:00,-10.1,7.6,1020.0,0.0
2025-02-20 08:00,-10.2,7.6,1020.0,0.0
2025-02-20 09:00,-9.1,7.6,1019.0,0.0
2025-02-20 10:00,-7.1,7.2,1018.0,0.0
2025-02-20 11:00,-5.7,6.8,1017.0,0.0
2025-02-20 12:00,-4.6,6.8,1016.0,0.0
2025-02-20 13:00,-3.9,7.2,1015.0,0.0
2025-02-20 14:00,-3.4,6.5,1014.0,0.0
2025-02-20 15:00,-3.2,6.5,1013.0,0.0
2025-02-20 16:00,-4.3,7.2,1013.0,0.0
2025-02-20 17:00,-5.5,8.3,1012.0,0.0
2025-02-20 18:00,-7.1,8.6,1011.0,0.0
2025-02-20 19:00,-6.1,9.0,1010.0,0.0
2025-02-20 20:00,-6.6,9.0,1010.0,0.0
2025-02-20 21:00,-7.9,9.4,1008.0,0.0
2025-02-20 22:00,-8.0,9.4,1008.0,0.0
2025-02-20 23:00,-8.3,8.6,1007.0,0.0
2025-02-21 00:00,-6.9,8.6,1004.0,0.0
2025-02-21 01:00,-6.2,7.6,1004.0,0.0
2025-02-21 02:00,-5.2,3.2,1004.0,0.01
2025-02-21 03:00,-5.6,5.4,1005.0,0.01
2025-02-21 04:00,-4.7,5.0,1004.0,3.78
2025-02-21 05:00,-3.6,4.0,1005.0,3.35
2025-02-21 06:00,-3.1,6.1,1006.0,1.27
2025-02-21 07:00,-2.7,6.1,1007.0,0.11
2025-02-21 08:00,-2.4,6.1,1008.0,0.01
2025-02-21 09:00,-1.9,6.1,1009.0,0.0
2025-02-21 10:00,-2.1,7.2,1010.0,0.0
2025-02-21 11:00,-1.1,6.5,1011.0,0.0
2025-02-21 12:00,-0.3,6.8,1011.0,0.0
2025-02-21 13:00,-0.1,6.5,1010.0,0.0
2025-02-21 14:00,-0.1,6.1,1010.0,0.0
2025-02-21 15:00,-0.7,7.2,1011.0,0.0
2025-02-21 16:00,-1.8,8.3,1010.0,0.0
2025-02-21 17:00,-4.0,8.6,1010.0,0.0
2025-02-21 18:00,-5.2,9.4,1009.0,0.0
2025-02-21 19:00,-5.2,10.1,1008.0,0.0
2025-02-21 20:00,-4.5,9.4,1006.0,0.0
2025-02-21 21:00,-3.6,10.8,1006.0,0.0
2025-02-21 22:00,-2.3,8.6,1005.0,0.0
2025-02-21 23:00,-1.4,9.7,1004.0,0.0
2025-02-22 00:00,-2.3,9.4,1004.0,0.0
2025-02-22 01:00,-2.0,9.0,1004.0,0.0
2025-02-22 02:00,-1.3,9.0,1003.0,0.0
2025-02-22 03:00,-0.6,8.6,1003.0,0.0
2025-02-22 04:00,-0.4,6.1,1003.0,0.0
2025-02-22 05:00,-0.6,3.2,1004.0,0.0
2025-02-22 06:00,-0.8,5.8,1005.0,0.0
2025-02-22 07:00,-0.9,5.0,1005.0,0.0
2025-02-22 08:00,-1.0,5.8,1006.0,0.0
2025-02-22 09:00,-0.5,5.0,1006.0,0.0
2025-02-22 10:00,0.0,5.4,1006.0,0.0
2025-02-22 11:00,0.9,5.4,1006.0,0.0
2025-02-22 12:00,1.2,5.8,1006.0,0.0
2025-02-22 13:00,1.4,5.8,1006.0,0.02
2025-02-22 14:00,1.3,5.8,1006.0,0.02
2025-02-22 15:00,1.4,5.8,1006.0,0.02
2025-02-22 16:00,1.0,4.7,1006.0,0.0
2025-02-22 17:00,0.7,5.4,1006.0,0.05
2025-02-22 18:00,0.6,5.4,1007.0,0.01
2025-02-22 19:00,0.5,5.4,1007.0,0.0
2025-02-22 20:00,0.4,5.0,1007.0,0.0
2025-02-22 21:00,0.5,6.1,1008.0,0.0
2025-02-22 22:00,0.4,3.2,1008.0,0.0
2025-02-22 23:00,0.1,3.2,1009.0,0.06
2025-02-23 00:00,0.4,4.7,1007.0,0.02
2025-02-23 01:00,0.7,4.7,1008.0,0.11
2025-02-23 02:00,0.6,5.0,1008.0,0.14
2025-02-23 03:00,0.2,5.0,1009.0,0.03
2025-02-23 04:00,0.2,4.7,1009.0,0.01
2025-02-23 05:00,-0.1,5.4,1010.0,0.06
2025-02-23 06:00,-0.2,5.4,1011.0,0.03
2025-02-23 07:00,-0.8,5.4,1012.0,0.0
2025-02-23 08:00,-1.7,5.4,1013.0,0.0
2025-02-23 09:00,-0.9,6.5,1014.0,0.0
2025-02-23 10:00,0.5,5.4,1014.0,0.0
2025-02-23 11:00,1.3,4.7,1014.0,0.0
2025-02-23 12:00,1.8,3.2,1014.0,0.0
2025-02-23 13:00,2.7,5.4,1014.0,0.0
2025-02-23 14:00,2.5,4.3,1014.0,0.0
2025-02-23 15:00,2.1,4.3,1014.0,0.0
2025-02-23 16:00,1.3,6.1,1014.0,0.0
2025-02-23 17:00,-0.0,7.2,1013.0,0.0
2025-02-23 18:00,-0.7,7.6,1013.0,0.0
2025-02-23 19:00,-1.2,6.5,1012.0,0.0
2025-02-23 20:00,-0.8,8.3,1011.0,0.0
2025-02-23 21:00,-1.5,9.0,1010.0,0.0
2025-02-23 22:00,-1.7,9.0,1010.0,0.0
2025-02-23 23:00,-1.7,9.4,1009.0,0.0
2025-02-24 00:00,-2.7,10.8,1004.0,0.0
2025-02-24 01:00,-2.1,10.1,1003.0,0.0
2025-02-24 02:00,-1.4,10.8,1002.0,0.0
2025-02-24 03:00,0.6,12.2,1001.0,0.0
2025-02-24 04:00,2.4,15.8,1000.0,0.01
2025-02-24 05:00,3.0,15.5,999.0,0.0
2025-02-24 06:00,3.1,15.5,998.0,0.0
2025-02-24 07:00,2.2,13.7,998.0,0.0
2025-02-24 08:00,3.4,18.0,998.0,0.0
2025-02-24 09:00,2.4,12.6,999.0,0.0
2025-02-24 10:00,1.7,8.3,999.0,0.0
2025-02-24 11:00,2.5,6.8,1000.0,0.0
2025-02-24 12:00,3.9,8.3,999.0,0.0
2025-02-24 13:00,4.4,6.8,999.0,0.0
2025-02-24 14:00,4.3,6.1,1000.0,0.0
2025-02-24 15:00,3.4,6.8,1000.0,0.0
2025-02-24 16:00,2.1,6.5,1000.0,0.0
2025-02-24 17:00,0.8,7.2,1001.0,0.0
2025-02-24 18:00,-0.3,8.3,1001.0,0.0
2025-02-24 19:00,-0.7,7.9,1001.0,0.0
2025-02-24 20:00,-1.1,7.2,1001.0,0.0
2025-02-24 21:00,-1.3,7.9,1002.0,0.0
2025-02-24 22:00,-1.7,7.2,1001.0,0.0
2025-02-24 23:00,-1.5,6.8,1001.0,0.0
2025-02-25 00:00,-0.9,6.5,1000.0,0.0
2025-02-25 01:00,-1.0,5.4,1000.0,0.0
2025-02-25 02:00,-1.6,5.4,1000.0,0.0
2025-02-25 03:00,-2.0,5.8,1000.0,0.0
2025-02-25 04:00,-2.3,6.1,1001.0,0.0
2025-02-25 05:00,-2.5,5.4,1001.0,0.0
2025-02-25 06:00,-2.8,5.4,1001.0,0.0
2025-02-25 07:00,-3.0,4.7,1001.0,0.0
2025-02-25 08:00,-3.0,5.4,1002.0,0.0
2025-02-25 09:00,-2.0,4.3,1002.0,0.0
2025-02-25 10:00,-0.5,3.6,1002.0,0.0
2025-02-25 11:00,0.6,3.2,1002.0,0.0
2025-02-25 12:00,1.5,3.2,1002.0,0.0
2025-02-25 13:00,2.0,4.0,1001.0,0.0
2025-02-25 14:00,2.1,5.0,1001.0,0.0
2025-02-25 15:00,1.5,4.3,1001.0,0.0
2025-02-25 16:00,0.3,6.1,1001.0,0.0
2025-02-25 17:00,-0.9,6.5,1001.0,0.0
2025-02-25 18:00,-1.7,6.1,1001.0,0.0
2025-02-25 19:00,-2.7,6.5,1001.0,0.0
2025-02-25 20:00,-2.9,7.6,1001.0,0.0
2025-02-25 21:00,-3.2,6.8,1002.0,0.0
2025-02-25 22:00,-3.4,6.8,1002.0,0.0
2025-02-25 23:00,-3.5,7.2,1002.0,0.0
2025-02-26 00:00,-2.8,5.8,1002.0,0.0
2025-02-26 01:00,-3.2,5.8,1002.0,0.0
2025-02-26 02:00,-3.5,6.1,1003.0,0.0
2025-02-26 03:00,-3.5,5.8,1003.0,0.0
2025-02-26 04:00,-3.2,5.0,1003.0,0.0
2025-02-26 05:00,-2.8,5.4,1003.0,0.0
2025-02-26 06:00,-3.4,4.7,1004.0,0.0
2025-02-26 07:00,-2.7,6.5,1004.0,0.0
2025-02-26 08:00,-1.9,5.0,1004.0,0.0
2025-02-26 09:00,-1.5,2.2,1005.0,0.0
2025-02-26 10:00,-0.7,3.2,1006.0,0.0
2025-02-26 11:00,0.1,4.3,1006.0,0.0
2025-02-26 12:00,0.9,2.5,1007.0,0.0
2025-02-26 13:00,1.1,1.1,1007.0,0.0
2025-02-26 14:00,1.0,1.1,1008.0,0.0
2025-02-26 15:00,0.6,1.8,1008.0,0.0
2025-02-26 16:00,-0.0,0.4,1008.0,0.0
2025-02-26 17:00,-0.5,1.8,1009.0,0.0
2025-02-26 18:00,-1.1,2.2,1009.0,0.0
2025-02-26 19:00,-1.5,3.6,1010.0,0.0
2025-02-26 20:00,-1.7,4.0,1010.0,0.0
2025-02-26 21:00,-2.5,3.2,1010.0,0.0
2025-02-26 22:00,-2.8,3.2,1010.0,0.0
2025-02-26 23:00,-2.7,3.2,1011.0,0.0
2025-02-27 00:00,-1.2,4.7,1010.0,0.44
2025-02-27 01:00,-1.3,5.0,1010.0,0.49
2025-02-27 02:00,-1.4,5.4,1010.0,0.13
2025-02-27 03:00,-1.6,5.0,1010.0,0.0
2025-02-27 04:00,-1.9,4.0,1009.0,0.0
2025-02-27 05:00,-1.8,3.6,1010.0,0.0
2025-02-27 06:00,-2.5,4.3,1010.0,0.0
2025-02-27 07:00,-3.2,4.3,1010.0,0.0
2025-02-27 08:00,-3.5,5.4,1010.0,0.0
2025-02-27 09:00,-2.5,5.0,1011.0,0.0
2025-02-27 10:00,-0.4,5.4,1011.0,0.0
2025-02-27 11:00,1.0,4.7,1010.0,0.0
2025-02-27 12:00,1.8,7.2,1012.0,0.01
2025-02-27 13:00,1.2,3.6,1013.0,0.05
2025-02-27 14:00,1.3,4.3,1013.0,0.09
2025-02-27 15:00,1.6,6.1,1013.0,0.0
2025-02-27 16:00,0.2,5.4,1013.0,0.0
2025-02-27 17:00,-1.1,6.1,1013.0,0.0
2025-02-27 18:00,-1.4,6.8,1014.0,0.0
2025-02-27 19:00,-1.6,7.9,1015.0,0.0
2025-02-27 20:00,-1.7,8.3,1015.0,0.0
2025-02-27 21:00,-1.3,7.6,1016.0,0.01
2025-02-27 22:00,-1.1,7.2,1016.0,0.0
2025-02-27 23:00,-1.1,6.8,1016.0,0.0
2025-02-28 00:00,-3.2,7.9,1019.0,0.0
2025-02-28 01:00,-3.5,7.9,1019.0,0.0
2025-02-28 02:00,-3.4,7.9,1019.0,0.0
2025-02-28 03:00,-3.6,7.6,1019.0,0.0
2025-02-28 04:00,-3.9,7.2,1019.0,0.0
2025-02-28 05:00,-4.0,6.8,1019.0,0.0
2025-02-28 06:00,-4.2,6.8,1019.0,0.0
2025-02-28 07:00,-3.7,7.2,1019.0,0.0
2025-02-28 08:00,-3.7,7.2,1019.0,0.0
2025-02-28 09:00,-2.8,7.2,1019.0,0.0
2025-02-28 10:00,-1.1,6.5,1019.0,0.0
2025-02-28 11:00,-0.2,5.8,1019.0,0.0
2025-02-28 12:00,0.9,6.1,1019.0,0.02
2025-02-28 13:00,0.9,4.7,1020.0,0.02
2025-02-28 14:00,0.9,5.8,1019.0,0.0
2025-02-28 15:00,0.8,3.2,1019.0,0.02
2025-02-28 16:00,-0.0,2.2,1020.0,0.33
2025-02-28 17:00,-0.3,5.4,1020.0,0.19
2025-02-28 18:00,-0.5,5.8,1020.0,0.92
2025-02-28 19:00,-0.3,7.6,1021.0,0.85
2025-02-28 20:00,-0.8,7.2,1021.0,0.58
2025-02-28 21:00,-0.1,6.8,1021.0,0.73
2025-02-28 22:00,0.4,7.2,1021.0,0.83
2025-02-28 23:00,-0.3,7.9,1021.0,1.54
2025-03-01 00:00,-0.1,8.3,1023.0,0.5
2025-03-01 01:00,0.6,7.6,1022.0,0.02
2025-03-01 02:00,0.4,6.8,1022.0,0.0
2025-03-01 03:00,0.1,7.2,1022.0,0.0
2025-03-01 04:00,-0.6,6.5,1021.0,0.0
2025-03-01 05:00,-1.6,6.1,1021.0,0.0
2025-03-01 06:00,-1.7,6.5,1020.0,0.0
2025-03-01 07:00,-1.6,6.8,1020.0,0.0
2025-03-01 08:00,-1.5,6.8,1019.0,0.0
2025-03-01 09:00,-1.0,6.8,1019.0,0.0
2025-03-01 10:00,0.0,6.8,1018.0,0.0
2025-03-01 11:00,1.2,6.1,1019.0,0.02
2025-03-01 12:00,1.4,6.5,1019.0,0.0
2025-03-01 13:00,1.6,3.2,1020.0,0.03
2025-03-01 14:00,1.4,6.5,1020.0,0.12
2025-03-01 15:00,1.9,9.4,1020.0,0.03
2025-03-01 16:00,3.0,14.4,1020.0,0.01
2025-03-01 17:00,2.2,13.3,1019.0,0.0
2025-03-01 18:00,0.8,9.7,1019.0,0.0
2025-03-01 19:00,0.7,10.1,1019.0,0.0
2025-03-01 20:00,0.6,11.2,1018.0,0.0
2025-03-01 21:00,0.1,12.2,1017.0,0.0
2025-03-01 22:00,-0.5,11.2,1016.0,0.0
2025-03-01 23:00,-0.6,10.8,1016.0,0.01
